file,segment,max_freq,amplitude,zcr,rms,freq,freq_loc
G0_P1_case_perfect.mat,1,41.6,0.00898844418786935,0.1575,0.0276447882591856,0,0
G0_P1_case_perfect.mat,2,42.4,0.00608838313592551,0.165,0.0103223113102075,0,0
G0_P1_case_perfect.mat,3,32.8,0.0032419057392297,0.1525,0.00662057940180271,0,0
G0_P1_case_perfect.mat,4,41.6,0.00505156843589229,0.155833333333333,0.00966417896685057,0,0
G0_P1_case_perfect.mat,5,41.6,0.00601666443244025,0.160833333333333,0.0136524644995919,0,0
G0_P1_case_perfect.mat,6,38.8,0.00895059542558372,0.160833333333333,0.0132758304909206,0,0
G0_P1_case_perfect.mat,7,37.2,0.00675543532773385,0.153333333333333,0.00729636878079998,0,0
G0_P1_case_perfect.mat,8,32.4,0.00273475924458468,0.145833333333333,0.00743038084864971,0,0
G0_P1_case_perfect.mat,9,32.8,0.00899600006374124,0.160833333333333,0.0179365380689461,0,0
G0_P1_case_perfect.mat,10,29.6,0.005356822944296,0.150833333333333,0.0130020003027425,0,0
G0_P1_case_perfect.mat,11,34.4,0.0066145636966318,0.1625,0.0130348881061271,0,0
G0_P1_case_perfect.mat,12,33.2,0.00474123471120758,0.145,0.00865651482259133,0,0
G0_P1_case_perfect.mat,13,33.2,0.00481517648122647,0.155833333333333,0.00803616698902545,0,0
G0_P1_case_perfect.mat,14,38.8,0.00804784439937232,0.155833333333333,0.00955648206239378,0,0
G0_P1_case_perfect.mat,15,41.2,0.0117657008065664,0.156666666666667,0.0197108481315252,0,0
G0_P1_case_perfect.mat,16,37.6,0.00242669720669287,0.148333333333333,0.00549833921643172,0,0
G0_P1_case_perfect.mat,17,32.4,0.00354089253129003,0.150833333333333,0.00680220700877379,0,0
G0_P1_case_perfect.mat,18,38.4,0.0034101861021878,0.1525,0.00644019638443581,0,0
G0_P1_case_perfect.mat,19,40.8,0.00470202185043378,0.158333333333333,0.00945534195931163,0,0
G0_P2_case_perfect.mat,1,35.6,0.00701053286183913,0.175,0.0280475047080232,0,0
G0_P2_case_perfect.mat,2,49.2,0.00121297357754668,0.178333333333333,0.00201217434233731,0,0
G0_P2_case_perfect.mat,3,49.6,0.00104743641791871,0.179166666666667,0.00144340483718676,0,0
G0_P2_case_perfect.mat,4,44.8,0.00171024693414384,0.175833333333333,0.00278686056013163,0,0
G0_P2_case_perfect.mat,5,44.8,0.00215743201133416,0.173333333333333,0.00286890983510277,0,0
G0_P2_case_perfect.mat,6,44.4,0.000752002071376968,0.165833333333333,0.00175851070697809,0,0
G0_P2_case_perfect.mat,7,33.2,0.0003867046294448,0.168333333333333,0.00073949077806141,0,0
G0_P2_case_perfect.mat,8,32.4,0.000849653036439999,0.159166666666667,0.00117806218741691,0,0
G0_P2_case_perfect.mat,9,43.2,0.00148983056880349,0.179166666666667,0.00256937489976934,0,0
G0_P2_case_perfect.mat,10,43.2,0.000700695399522569,0.17,0.00146167752017058,0,0
G0_P2_case_perfect.mat,11,49.6,0.000969228155963736,0.1825,0.00197082403396538,0,0
G0_P2_case_perfect.mat,12,32.8,0.00134316779058493,0.15,0.00199224443542599,0,0
G0_P2_case_perfect.mat,13,33.2,0.00125019860608506,0.156666666666667,0.00146935235029645,0,0
G0_P2_case_perfect.mat,14,32.4,0.000834838066898476,0.151666666666667,0.00125094728028682,0,0
G0_P2_case_perfect.mat,15,33.6,0.00107714456921531,0.169166666666667,0.00253514195851535,0,0
G0_P2_case_perfect.mat,16,31.2,0.000361321702534651,0.151666666666667,0.00068492351856216,0,0
G0_P2_case_perfect.mat,17,43.6,0.000983571081986518,0.1775,0.00156185036844142,0,0
G0_P2_case_perfect.mat,18,38.8,0.000563828854761896,0.165833333333333,0.00108635634700568,0,0
G0_P3_case_perfect.mat,1,31.2,0.0117432415427368,0.16,0.0459349029666861,0,0
G0_P3_case_perfect.mat,2,44.4,0.00342862155481987,0.164166666666667,0.00814514259392611,0,0
G0_P3_case_perfect.mat,3,38.4,0.0038591931290103,0.154166666666667,0.00794428121033369,0,0
G0_P3_case_perfect.mat,4,44.8,0.00365677122878843,0.163333333333333,0.00792603386894133,0,0
G0_P3_case_perfect.mat,5,44.8,0.00700010291771067,0.161666666666667,0.0119848014469499,0,0
G0_P3_case_perfect.mat,6,33.2,0.00343414967311208,0.158333333333333,0.00850214064848282,0,0
G0_P3_case_perfect.mat,7,31.6,0.00439562787350291,0.14,0.00743539009247671,0,0
G0_P3_case_perfect.mat,8,32,0.00587207278674975,0.141666666666667,0.00887413046234427,0,0
G0_P3_case_perfect.mat,9,31.6,0.00530521852231603,0.151666666666667,0.00910684639830207,0,0
G0_P3_case_perfect.mat,10,32.8,0.0032152194685,0.149166666666667,0.0075491487511235,0,0
G0_P3_case_perfect.mat,11,32.4,0.00431133801847014,0.149166666666667,0.00734863010052816,0,0
G0_P3_case_perfect.mat,12,33.6,0.00565120333427728,0.1475,0.00954429366416314,0,0
G0_P3_case_perfect.mat,13,38.4,0.00269495008928069,0.1575,0.00626574367267884,0,0
G0_P3_case_perfect.mat,14,32.8,0.00426287187637381,0.146666666666667,0.00664587101843624,0,0
G0_P3_case_perfect.mat,15,31.2,0.0064788242005458,0.146666666666667,0.0103009120019381,0,0
G0_P3_case_perfect.mat,16,32.4,0.00446814548562114,0.144166666666667,0.00672859004550864,0,0
G0_P3_case_perfect.mat,17,32.4,0.00357749524323965,0.151666666666667,0.00596486581431265,0,0
G0_P3_case_perfect.mat,18,33.2,0.0028083382325212,0.153333333333333,0.00556601155708357,0,0
G0_P3_case_perfect.mat,19,31.2,0.00244985054027217,0.160833333333333,0.00604791729822036,0,0
G0_P4_case_perfect.mat,1,30.8,0.0058972572130388,0.168333333333333,0.0237788936008675,0,0
G0_P4_case_perfect.mat,2,39.2,0.00351349146452849,0.166666666666667,0.0101375132278065,0,0
G0_P4_case_perfect.mat,3,32.4,0.00714712683688172,0.154166666666667,0.0139825278603471,0,0
G0_P4_case_perfect.mat,4,46,0.00679829446199528,0.170833333333333,0.0156198362759706,0,0
G0_P4_case_perfect.mat,5,38.8,0.00914529669119691,0.158333333333333,0.0207150000719615,0,0
G0_P4_case_perfect.mat,6,40,0.00450577369657549,0.163333333333333,0.00882029568789168,0,0
G0_P4_case_perfect.mat,7,38.4,0.00278789694426667,0.163333333333333,0.00688416398854164,0,0
G0_P4_case_perfect.mat,8,31.2,0.00698004184576877,0.151666666666667,0.0142917107542752,0,0
G0_P4_case_perfect.mat,9,31.6,0.0253253644748293,0.145,0.0473060117093749,0,0
G0_P4_case_perfect.mat,10,38.4,0.0250691766467388,0.151666666666667,0.0324428621330669,0,0
G0_P4_case_perfect.mat,11,32.4,0.0370726834218842,0.1425,0.0511753951898501,0,0
G0_P4_case_perfect.mat,12,32,0.00859415183528593,0.141666666666667,0.0104885155966426,0,0
G0_P4_case_perfect.mat,13,32,0.00762388836886809,0.151666666666667,0.00911309427313745,0,0
G0_P4_case_perfect.mat,14,32.8,0.00711680328517974,0.14,0.00985834214664351,0,0
G0_P4_case_perfect.mat,15,39.2,0.00879276200221656,0.150833333333333,0.0191790052720763,0,0
G0_P4_case_perfect.mat,16,32,0.00661382638018442,0.139166666666667,0.00840526394894151,0,0
G0_P4_case_perfect.mat,17,30.4,0.0418684628911418,0.141666666666667,0.0667963447089408,0,0
G0_P4_case_perfect.mat,18,29.2,0.053668926681052,0.1225,0.058867641432344,0,0
G0_P4_case_perfect.mat,19,29.6,0.0100430453101781,0.146666666666667,0.0177698740665564,0,0
G1_P1_case11.mat,1,35.2,0.0426951164403675,0.145,0.0560588815876529,35,3
G1_P1_case11.mat,2,35.2,0.0372066862828674,0.145833333333333,0.0339759817608998,35,3
G1_P1_case11.mat,3,35.2,0.0375765886912848,0.145833333333333,0.0335587095754931,35,3
G1_P1_case11.mat,4,35.2,0.037755264750536,0.145833333333333,0.0348208489050599,35,3
G1_P1_case11.mat,5,35.2,0.0376884334919765,0.145833333333333,0.0348924325092375,35,3
G1_P1_case11.mat,6,35.2,0.0378919839891048,0.145833333333333,0.0341479445314428,35,3
G1_P1_case11.mat,7,35.2,0.0380409322802773,0.145833333333333,0.0343221210192126,35,3
G1_P1_case11.mat,8,35.2,0.0385226513538319,0.145833333333333,0.0346119975731302,35,3
G1_P1_case11.mat,9,35.2,0.038536071123814,0.145833333333333,0.0354628773548776,35,3
G1_P1_case11.mat,10,35.2,0.039174140365574,0.145833333333333,0.0350872755913759,35,3
G1_P1_case11.mat,11,35.2,0.0389469883182468,0.145833333333333,0.0351731961614025,35,3
G1_P1_case11.mat,12,35.2,0.038081043574474,0.145833333333333,0.0341061275083544,35,3
G1_P1_case11.mat,13,35.2,0.0371479568223454,0.145833333333333,0.0335535969906475,35,3
G1_P1_case11.mat,14,35.2,0.0442610926932282,0.145833333333333,0.0431673220204388,35,3
G1_P1_case11.mat,15,35.2,0.0465560878223552,0.145833333333333,0.0408175503663503,35,3
G1_P1_case11.mat,16,35.2,0.0424137103661954,0.146666666666667,0.0369442397540019,35,3
G1_P1_case11.mat,17,35.2,0.0399546966918321,0.145833333333333,0.0358995819332129,35,3
G1_P1_case11.mat,18,35.2,0.0373570982512007,0.145833333333333,0.0337581256385101,35,3
G1_P1_case11.mat,19,35.2,0.037754149567268,0.145833333333333,0.0343831858642956,35,3
G1_P2_case11.mat,1,35.2,0.0486904696501935,0.151666666666667,0.0577771845413983,35,3
G1_P2_case11.mat,2,35.2,0.0415880342981847,0.1525,0.0382547437093025,35,3
G1_P2_case11.mat,3,35.2,0.0306747078611375,0.15,0.0299683961576627,35,3
G1_P2_case11.mat,4,35.2,0.0308223549079472,0.1525,0.0428628166217307,35,3
G1_P2_case11.mat,5,35.2,0.0352848521332369,0.154166666666667,0.040358470046689,35,3
G1_P2_case11.mat,6,35.2,0.0290000461099369,0.149166666666667,0.0292818481817242,35,3
G1_P2_case11.mat,7,35.2,0.0236280947042523,0.146666666666667,0.0219269825297068,35,3
G1_P2_case11.mat,8,35.2,0.0228925924960679,0.1475,0.0234783015102598,35,3
G1_P2_case11.mat,9,35.2,0.0200867403046014,0.164166666666667,0.0277546950688993,35,3
G1_P2_case11.mat,10,35.2,0.0190062125749313,0.1525,0.0219192198961678,35,3
G1_P2_case11.mat,11,35.2,0.0193471040692385,0.161666666666667,0.0230523117568559,35,3
G1_P2_case11.mat,12,35.2,0.0269127028903965,0.149166666666667,0.0333569360957475,35,3
G1_P2_case11.mat,13,35.2,0.026335183915879,0.149166666666667,0.0261760032686137,35,3
G1_P2_case11.mat,14,35.2,0.0410923766873685,0.1475,0.0392096879389507,35,3
G1_P2_case11.mat,15,35.2,0.0510344572845858,0.1475,0.0478536171055785,35,3
G1_P2_case11.mat,16,35.2,0.0528027928121542,0.145833333333333,0.0423792545269735,35,3
G1_P2_case11.mat,17,35.2,0.05392932741441,0.145833333333333,0.0459518792817083,35,3
G1_P2_case11.mat,18,35.2,0.0509300118539743,0.145833333333333,0.043968898577536,35,3
G1_P2_case11.mat,19,35.2,0.0520557563227687,0.145833333333333,0.0440193662460926,35,3
G1_P3_case11.mat,1,34.8,0.0587602328857866,0.145833333333333,0.0448189263627046,35,3
G1_P3_case11.mat,2,34.8,0.0476140886452343,0.145,0.0352798362904422,35,3
G1_P3_case11.mat,3,34.8,0.0469374877384608,0.145,0.0344390586442036,35,3
G1_P3_case11.mat,4,34.8,0.0524874689174584,0.145,0.0386551546204902,35,3
G1_P3_case11.mat,5,34.8,0.0557468171666722,0.145,0.0410711663912356,35,3
G1_P3_case11.mat,6,34.8,0.057690161619152,0.145,0.0419530961865504,35,3
G1_P3_case11.mat,7,34.8,0.0544931660398631,0.145833333333333,0.0400418733031494,35,3
G1_P3_case11.mat,8,34.8,0.0535762284548872,0.145,0.0394817731003159,35,3
G1_P3_case11.mat,9,34.8,0.0511139820633839,0.145,0.0378012091595987,35,3
G1_P3_case11.mat,10,34.8,0.0529719330704801,0.145,0.038635652171449,35,3
G1_P3_case11.mat,11,34.8,0.0495682333073192,0.145,0.0366789685808231,35,3
G1_P3_case11.mat,12,34.8,0.0541213693140313,0.145,0.0401654314786076,35,3
G1_P3_case11.mat,13,34.8,0.0550388634935792,0.145,0.0407375256481601,35,3
G1_P3_case11.mat,14,34.8,0.0630241850118363,0.145,0.0492344248003573,35,3
G1_P3_case11.mat,15,34.8,0.0717391857605867,0.145,0.0538799594733922,35,3
G1_P3_case11.mat,16,34.8,0.0616274854488349,0.145,0.0463936245059453,35,3
G1_P3_case11.mat,17,34.8,0.0647125070104699,0.145833333333333,0.0474498398071724,35,3
G1_P3_case11.mat,18,34.8,0.0587953508137921,0.145,0.0432647833523041,35,3
G1_P3_case11.mat,19,34.8,0.0597780710808427,0.145,0.0438233374809788,35,3
G1_P3_case11.mat,20,34.8,0.0600567430496241,0.145,0.0440772606063553,35,3
G1_P4_case11.mat,1,35.2,0.0352870874938658,0.161666666666667,0.0522151077335751,35,3
G1_P4_case11.mat,2,35.2,0.0367286805278731,0.16,0.0348325665448244,35,3
G1_P4_case11.mat,3,35.2,0.0338298064096472,0.151666666666667,0.0309100891376197,35,3
G1_P4_case11.mat,4,35.2,0.0310416368792626,0.165,0.0475016413231351,35,3
G1_P4_case11.mat,5,35.2,0.0337352925301486,0.1575,0.0359369896491686,35,3
G1_P4_case11.mat,6,35.2,0.0270938604741634,0.155,0.030741504593651,35,3
G1_P4_case11.mat,7,35.2,0.026849429464634,0.1475,0.023860128072955,35,3
G1_P4_case11.mat,8,35.2,0.0281551558747596,0.15,0.024249848578827,35,3
G1_P4_case11.mat,9,35.2,0.0367909803515188,0.151666666666667,0.0413549525336412,35,3
G1_P4_case11.mat,10,35.2,0.0377825206532121,0.149166666666667,0.035733538329572,35,3
G1_P4_case11.mat,11,35.2,0.0375870374853129,0.1525,0.0364718275709303,35,3
G1_P4_case11.mat,12,35.2,0.0339853577832984,0.149166666666667,0.0321895521132963,35,3
G1_P4_case11.mat,13,35.2,0.0287683277652613,0.145833333333333,0.028620426444574,35,3
G1_P4_case11.mat,14,35.2,0.0333653613421958,0.15,0.0368163154031225,35,3
G1_P4_case11.mat,15,35.2,0.0336643687697731,0.155833333333333,0.0342838955012643,35,3
G1_P4_case11.mat,16,35.2,0.0328070276228713,0.148333333333333,0.0265181293703551,35,3
G1_P4_case11.mat,17,35.2,0.032911391222951,0.149166666666667,0.029769479366025,35,3
G1_P4_case11.mat,18,35.2,0.0318664637267086,0.148333333333333,0.027828737294759,35,3
G1_P4_case11.mat,19,35.2,0.0301682708939556,0.154166666666667,0.0283153557567844,35,3
G2_P1_case21.mat,1,40,0.0810665037018828,0.165,0.0841364034983926,40,5
G2_P1_case21.mat,2,40,0.0709227577081149,0.165833333333333,0.0684961416786123,40,5
G2_P1_case21.mat,3,40,0.119422596761335,0.165833333333333,0.100662579027456,40,5
G2_P1_case21.mat,4,40,0.0962358744368692,0.165833333333333,0.0782777266666023,40,5
G2_P1_case21.mat,5,40,0.109794128548551,0.165833333333333,0.0950538628887612,40,5
G2_P1_case21.mat,6,40,0.130145592117367,0.165833333333333,0.106864328686536,40,5
G2_P1_case21.mat,7,40,0.131529979737655,0.166666666666667,0.108990512703737,40,5
G2_P1_case21.mat,8,40,0.118853637581914,0.165833333333333,0.100513245097878,40,5
G2_P1_case21.mat,9,40,0.11007915730765,0.165833333333333,0.0958811032252064,40,5
G2_P1_case21.mat,10,40,0.117287216189798,0.166666666666667,0.098232713028818,40,5
G2_P1_case21.mat,11,40,0.129911267847946,0.165833333333333,0.106228441927759,40,5
G2_P1_case21.mat,12,40,0.113844830879425,0.165833333333333,0.0960082227054713,40,5
G2_P1_case21.mat,13,40,0.11958393337548,0.165833333333333,0.100694801636698,40,5
G2_P1_case21.mat,14,40,0.118776673993439,0.165833333333333,0.100110429394312,40,5
G2_P1_case21.mat,15,40,0.115437419256385,0.165833333333333,0.100433481906637,40,5
G2_P1_case21.mat,16,40,0.100965464800267,0.165833333333333,0.0823115551695107,40,5
G2_P1_case21.mat,17,40,0.099148250262503,0.165833333333333,0.0825341706934017,40,5
G2_P1_case21.mat,18,40,0.0984172505136076,0.166666666666667,0.0807480932353454,40,5
G2_P1_case21.mat,19,40,0.0904646607588224,0.165833333333333,0.07828800337648,40,5
G2_P2_case21.mat,1,40.4,0.569629789576778,0.166666666666667,0.55525697531876,40,5
G2_P2_case21.mat,2,40.4,0.740189540494157,0.168333333333333,0.617887538223013,40,5
G2_P2_case21.mat,3,40.4,0.666026403824944,0.1675,0.639766700306135,40,5
G2_P2_case21.mat,4,40.4,0.761294985188189,0.1675,0.608549978079961,40,5
G2_P2_case21.mat,5,40.4,0.649023862634261,0.168333333333333,0.548680216669588,40,5
G2_P2_case21.mat,6,40.4,0.596479147990096,0.1675,0.521269134319508,40,5
G2_P2_case21.mat,7,40.4,0.597090091162388,0.1675,0.522329431416718,40,5
G2_P2_case21.mat,8,40.4,0.588520192332224,0.1675,0.526143422845396,40,5
G2_P2_case21.mat,9,40.4,0.606774265680106,0.1675,0.535906653090743,40,5
G2_P2_case21.mat,10,40.4,0.620200517971509,0.1675,0.546799337599461,40,5
G2_P2_case21.mat,11,40.4,0.65043186524375,0.1675,0.56053401442514,40,5
G2_P2_case21.mat,12,40.4,0.594639024059687,0.168333333333333,0.530237565947311,40,5
G2_P2_case21.mat,13,40.4,0.600274497903842,0.1675,0.515004019597697,40,5
G2_P2_case21.mat,14,40.4,0.575181338110865,0.1675,0.515927132861875,40,5
G2_P2_case21.mat,15,40.4,0.613571992229002,0.1675,0.551873930458761,40,5
G2_P2_case21.mat,16,40.4,0.607784547505083,0.1675,0.531106696340404,40,5
G2_P2_case21.mat,17,40.4,0.591019070528481,0.1675,0.519545072464076,40,5
G2_P2_case21.mat,18,40.4,0.604687016783823,0.1675,0.520502723102841,40,5
G2_P2_case21.mat,19,40.4,0.605998568186991,0.168333333333333,0.528131345834715,40,5
G2_P3_case21.mat,1,40,0.0814400214468921,0.164166666666667,0.0788640266123249,40,5
G2_P3_case21.mat,2,40,0.0713629550898317,0.166666666666667,0.0677651500209903,40,5
G2_P3_case21.mat,3,40,0.0709237323087279,0.165833333333333,0.0598262083055501,40,5
G2_P3_case21.mat,4,40,0.0593126885511964,0.165833333333333,0.0669462232104721,40,5
G2_P3_case21.mat,5,40,0.0595530813490743,0.165833333333333,0.0597400401801601,40,5
G2_P3_case21.mat,6,40,0.0829776923802982,0.165833333333333,0.0749451406110863,40,5
G2_P3_case21.mat,7,40,0.0969130897428134,0.165833333333333,0.0863920285994965,40,5
G2_P3_case21.mat,8,40,0.0976649531124518,0.165833333333333,0.0882364549330024,40,5
G2_P3_case21.mat,9,40,0.0944604300339507,0.165833333333333,0.0828501478705759,40,5
G2_P3_case21.mat,10,40,0.0803262254646869,0.165833333333333,0.0732783313114037,40,5
G2_P3_case21.mat,11,40,0.0931221015516359,0.165833333333333,0.0848830162886499,40,5
G2_P3_case21.mat,12,40,0.0944616130836872,0.165833333333333,0.0854025520365179,40,5
G2_P3_case21.mat,13,40,0.0948385218337722,0.165833333333333,0.0817491011863532,40,5
G2_P3_case21.mat,14,40,0.0800776056003018,0.166666666666667,0.0698779797691479,40,5
G2_P3_case21.mat,15,40,0.0705475590424188,0.165833333333333,0.0593321961948072,40,5
G2_P3_case21.mat,16,40,0.0721611352547863,0.165833333333333,0.0645341064085388,40,5
G2_P3_case21.mat,17,40,0.0728735088194948,0.165833333333333,0.0650042312980837,40,5
G2_P3_case21.mat,18,40,0.0811302844698959,0.165833333333333,0.0697693735737027,40,5
G2_P3_case21.mat,19,40,0.0751275814345453,0.165833333333333,0.0671039163857286,40,5
G2_P4_case21.mat,1,40,0.0886096323824181,0.165833333333333,0.0765954739202284,40,5
G2_P4_case21.mat,2,40,0.12132393353498,0.166666666666667,0.0884383612040774,40,5
G2_P4_case21.mat,3,40,0.140626841542406,0.166666666666667,0.100172628371977,40,5
G2_P4_case21.mat,4,40,0.115062676460236,0.166666666666667,0.0864779538698679,40,5
G2_P4_case21.mat,5,40,0.117425893054159,0.166666666666667,0.0858342332869353,40,5
G2_P4_case21.mat,6,40,0.113599750650437,0.166666666666667,0.0819104879497844,40,5
G2_P4_case21.mat,7,40,0.103848836247445,0.166666666666667,0.0743437078220328,40,5
G2_P4_case21.mat,8,40,0.0969272202707183,0.166666666666667,0.0692213577777247,40,5
G2_P4_case21.mat,9,40,0.100441696988053,0.166666666666667,0.0720724952384462,40,5
G2_P4_case21.mat,10,40,0.118789726123217,0.166666666666667,0.0862873388271102,40,5
G2_P4_case21.mat,11,40,0.0926677977848385,0.166666666666667,0.0681651586526965,40,5
G2_P4_case21.mat,12,40,0.089355130757022,0.166666666666667,0.0643835852172539,40,5
G2_P4_case21.mat,13,40,0.0975025494236168,0.1675,0.0705796232555551,40,5
G2_P4_case21.mat,14,40,0.105745930335304,0.166666666666667,0.0759380424598538,40,5
G2_P4_case21.mat,15,40,0.110394458413147,0.166666666666667,0.0790416249147641,40,5
G2_P4_case21.mat,16,40,0.0957409911375403,0.166666666666667,0.0689697313524279,40,5
G2_P4_case21.mat,17,40,0.0946944843109254,0.166666666666667,0.0683168258180773,40,5
G2_P4_case21.mat,18,40,0.087257743597234,0.166666666666667,0.0627422837414638,40,5
G2_P4_case21.mat,19,40,0.0911471431375767,0.166666666666667,0.0657797084097397,40,5
G3_P1_case31.mat,1,44.8,0.0888383024286304,0.185,0.0659037273667645,45,2
G3_P1_case31.mat,2,44.8,0.0644580592625414,0.186666666666667,0.0484003907418429,45,2
G3_P1_case31.mat,3,44.8,0.0767464098494922,0.186666666666667,0.0555902373749808,45,2
G3_P1_case31.mat,4,44.8,0.0787957592198871,0.185833333333333,0.0588988884791379,45,2
G3_P1_case31.mat,5,44.8,0.126753396972949,0.186666666666667,0.0903460309626554,45,2
G3_P1_case31.mat,6,44.8,0.116513735228452,0.186666666666667,0.0846120956498595,45,2
G3_P1_case31.mat,7,44.8,0.0851671195917793,0.186666666666667,0.0647240682994803,45,2
G3_P1_case31.mat,8,44.8,0.0970847345918391,0.185833333333333,0.0723657230373302,45,2
G3_P1_case31.mat,9,44.8,0.0874789852066092,0.186666666666667,0.0694469444656159,45,2
G3_P1_case31.mat,10,44.8,0.0905225254626895,0.185833333333333,0.065872200066927,45,2
G3_P1_case31.mat,11,44.8,0.0833845440232059,0.185833333333333,0.0593258165901538,45,2
G3_P1_case31.mat,12,44.8,0.0857922817623943,0.185833333333333,0.0620701293133138,45,2
G3_P1_case31.mat,13,44.8,0.0735308619472332,0.186666666666667,0.0525755554614071,45,2
G3_P1_case31.mat,14,44.8,0.0897445790260786,0.186666666666667,0.0654159940697374,45,2
